"","UniqueID","Longitude","Latitude","Year"
"327","AD1_2006__Marshall 1 M 33",-2.66362730573,51.0710424961,"2003"
"328","AD1_2006__Marshall 1 R 34",-1.76892491484,51.319079203,"2003"
"329","AD1_2006__Marshall 1 U 35",-2.0170076887,50.8858871698,"2003"
"330","AD1_2006__Marshall 1 N 36",-1.75932702538,51.5078838081,"2003"
"331","AD1_2006__Marshall 1 P 37",-1.60223407848,51.3465065985,"2003"
"332","AD1_2006__Marshall 1 Q 38",-1.60397181836,51.3114445607,"2003"
"333","AD1_2006__Marshall 1 S 39",-2.12513792158,50.9190929456,"2003"
"334","AD1_2006__Marshall 1 T 40",-2.126558078,50.918192175,"2003"
"335","AD1_2006__Marshall 1 V 41",-1.81151776735,51.7795150031,"2003"
"336","AD1_2006__Marshall 1 W 42",-1.81151028522,51.7813131997,"2003"
"337","AD1_2006__Marshall 2 A 1",-2.87786183499,51.0030857049,"2003"
"338","AD1_2006__Marshall 2 B 2",-2.89532542322,51.0218372787,"2003"
"339","AD1_2006__Marshall 2 C 3",-2.90592388072,50.9803902137,"2003"
"340","AD1_2006__Marshall 2 D 4",-3.1776499659,51.1910885178,"2003"
"341","AD1_2006__Marshall 2 E 5",-3.17921263138,51.0840628902,"2003"
"342","AD1_2006__Marshall 2 F 6",-3.20097216404,51.0973300839,"2003"
"343","AD1_2006__Marshall 2 L 7",-2.97816445939,51.2990340634,"2003"
"344","AD1_2006__Marshall 2 G 8",-2.50484652718,51.038565174,"2003"
"345","AD1_2006__Marshall 2 H 9",-2.49629890505,51.0395010284,"2003"
"346","AD1_2006__Marshall 2 J 10",-2.44118076618,51.3922070421,"2003"
"347","AD1_2006__Marshall 2 K 11",-2.4460551982,51.3022709861,"2003"
"348","AD1_2006__Marshall 2 M 12",-2.69956382699,51.0879181638,"2003"
"349","AD1_2006__Marshall 2 R 13",-1.7718125979,51.3154881532,"2003"
"350","AD1_2006__Marshall 2 U 14",-2.02412645345,50.9065684148,"2003"
"351","AD1_2006__Marshall 2 N 15",-1.77382447098,51.489929661,"2003"
"352","AD1_2006__Marshall 2 P 16",-1.60513649295,51.3429197104,"2003"
"353","AD1_2006__Marshall 2 Q 17",-1.6168539192,51.3150841006,"2003"
